GO:0046872,GO:0003674,GO:0004867,GO:0030414,GO:0016811,GO:0016787,GO:0017040,GO:0102121,GO:0071633,GO:0005252,GO:0005267,GO:0022841,GO:0008022,GO:0044548,GO:0005216,GO:0022857,GO:0004672,GO:0016740,GO:0000166,GO:0005524,GO:0004674,GO:0016301,GO:0016772,GO:0047323,GO:0048029,GO:0016853,GO:0042806,GO:0016857,GO:0036373,GO:0005179,GO:0042802,GO:0044877,GO:0005158,GO:0002020,GO:0005159,GO:0042803,GO:0008289,GO:0051787,GO:1990381,GO:0005515,GO:0030246,GO:0003756,GO:0003779,GO:0046982,GO:0005178,GO:0019899,GO:0015037,GO:0004656,GO:0003677,GO:0000976,GO:0000981,GO:0003700,GO:1990837,GO:0003676,GO:0003723,GO:0008446,GO:0016829,GO:0070401,GO:0003755,GO:0020037,GO:0003725,GO:0070878,GO:0004525,GO:0008233,GO:0004252,GO:0008236
GO:0042803,0.0845657386402338,0,0,0,0,0,0,0,0,0,0,0,0.18984808059263,0.15081725989036,0,0,0,0,0.0821788408841906,0.0720906473865361,0,0,0,0,0.0552177276947636,0,0.0435857621112964,0,0,0.186927186176454,0.878206217866819,0.0735039573681522,0.160361544420359,0.182931050758971,0.15151568771596,0.988835257539191,0.0726392552232055,0.157519809318906,0.15281403110658,0.33979413748515,0.062257365581465,0,0.211256517754511,0.806024965447581,0.183243053937589,0.257493537504525,0,0,0.0842939958165197,0.0722232462819878,0,0,0.0725950343448683,0.0902018511648934,0.0760276721230584,0,0,0.04208400413533,0,0.0580493305654453,0.0558964403042251,0.0458036294869379,0,0,0,0
GO:0008289,0.0894207784032893,0,0,0,0,0,0,0,0,0,0,0,0.0620988298859169,0.0489308695902208,0,0,0,0,0.0867562605845839,0.0755892858496624,0,0,0,0,0.0572472462678991,0,0.0448405653240729,0,0,0.0611059294950256,0.0802132401038366,0.0771445832953425,0.0521310403948346,0.0597494925626291,0.04916461884096,0.0726392552232055,0.983334420455287,0.0511768827456621,0.0495993281485986,0.114759583195676,0.0648494984541945,0,0.0694135561675202,0.0688484861476585,0.0598553162158556,0.0854392497444855,0,0,0.0891169936527317,0.0757350804060402,0,0,0.076144006038604,0.0957468281072299,0.0799292221333268,0,0,0.0432526686610808,0,0.0602965720144736,0.0579770974332094,0.0471914164531321,0,0,0,0
GO:0051787,0.0568229231211089,0,0,0,0,0,0,0,0,0,0,0,0.141174503444367,0.118390785417692,0,0,0,0,0.055735165279382,0.0509039616471228,0,0,0,0,0.0418698445629798,0,0.0348229625773222,0,0,0.139552945561769,0.168363800583616,0.0516045899765499,0.124193186892241,0.137313540416196,0.118820740455707,0.157519809318906,0.0511768827456621,0.999695605853065,0.119617737251032,0.210127257832299,0.0457964198264652,0,0.152680048432351,0.151817929468072,0.137489262447736,0.17544921302365,0,0,0.056700101619014,0.0509700386782743,0,0,0.0511549289114045,0.0593131823328961,0.0528359228702879,0,0,0.0338576655360468,0,0.0434779980041925,0.042258928286439,0.0362243471050054,0,0,0,0
GO:1990381,0.0548846746882194,0,0,0,0,0,0,0,0,0,0,0,0.137382907779221,0.115712654499305,0,0,0,0,0.0538691956945683,0.0493429314435665,0,0,0,0,0.0408079511778539,0,0.0340852836051645,0,0,0.135846808367487,0.162998843062082,0.0500009697156207,0.121249373214521,0.854432990132588,0.116123343692606,0.15281403110658,0.0495993281485986,0.119617737251032,0.999793446828865,0.201836116479226,0.0445290319238616,0,0.148254934158802,0.147441931411981,0.133890512826031,0.526543955616906,0,0,0.0547700807956409,0.0494050154825004,0,0,0.0495787066580322,0.05720447641577,0.0511561074475423,0,0,0.0331599071068666,0,0.0423340811672052,0.0411774623772693,0.0354267803783576,0,0,0,0
GO:0005515,0.147659708144451,0,0,0,0,0,0,0,0,0,0,0,0.271888187778194,0.198367286897606,0,0,0,0,0.140532520398846,0.113396258237619,0,0,0,0,0.0765853113049589,0,0.0558956484242544,0,0,0.265936964740601,0.394622164321648,0.116932834105015,0.215214736279172,0.257921180573048,0.199577311238939,0.33979413748515,0.114759583195676,0.210127257832299,0.201836116479226,0.73878633705129,0.0908301121628435,0,0.318046459868751,0.314328233697971,0.258541852256546,0.435880730828666,0,0,0.146833188403233,0.113724684168367,0,0,0.114649249225922,0.16574250775125,0.123452006739896,0,0,0.0534496233957467,0,0.0821427038441637,0.0778971802611952,0.0595963920752313,0,0,0,0
GO:0030246,0.0741906982091683,0,0,0,0,0,0,0,0,0,0,0,0.0543506070572348,0.0439895111770751,0,0,0,0,0.0723471676132401,0.0644118913417005,0,0,0,0,0.892821182858834,0,0.71738729054232,0,0,0.0535885018567438,0.0677393631782185,0.0655378066749006,0.0465589992451142,0.0525424246102006,0.0441783421222615,0.062257365581465,0.0648494984541945,0.0457964198264652,0.0445290319238616,0.0908301121628435,0.996021133650773,0,0.0598726985777505,0.0594518192856752,0.052624241272089,0.0714289890780153,0,0,0.0739814607890347,0.0645177262848925,0,0,0.0648142511265247,0.0784935164601518,0.0675366998741532,0,0,0.0393458264928825,0,0.0529650180921594,0.0511668978163869,0.0425785760208622,0,0,0,0
GO:0003756,0,0,0,0,0.141759446252647,0.19142540428285,0.122868717302595,0,0.113590845183522,0,0,0,0,0,0,0,0.397655508911463,0.192219920637256,0,0,0.376723678965202,0.175555499730504,0.177609230530448,0.24438232278561,0,0.776109265635024,0,0.6483384429887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999804318048399,0,0,0,0,0.122868717302595,0.274597684635916,0,0,0,0,0,0,0,0.104435514426128,0.152682385194398,0,0.682636999485197,0,0,0,0.117347892140029,0.398557724554735,0.335944435046325,0.350244116081141
GO:0003779,0.0802254863493643,0,0,0,0,0,0,0,0,0,0,0,0.182861960898422,0.146374797177153,0,0,0,0,0.078074194994958,0.0689124225806009,0,0,0,0,0.0533336952580638,0,0.0424033920796261,0,0,0.180150545037604,0.23123029040765,0.070202748472201,0.15534836379466,0.176436021322585,0.147032595582407,0.211256517754511,0.0694135561675202,0.152680048432351,0.148254934158802,0.318046459868751,0.0598726985777505,0,0.992509729741482,0.201125855395374,0.176726244687611,0.244808291450694,0,0,0.0799808812315245,0.0690335777292961,0,0,0.0693731744367354,0.0852806178177029,0.0725013192250256,0,0,0.0409806768671502,0,0.0559707516167788,0.0539666171335938,0.0444996677984832,0,0,0,0
GO:0046982,0.079471630931175,0,0,0,0,0,0,0,0,0,0,0,0.181626682439436,0.145582229207913,0,0,0,0,0.0773600476599555,0.0683554494595493,0,0,0,0,0.0529994719037493,0,0.0421918519508826,0,0,0.17895150747947,0.229258629337343,0.0696248098561194,0.154455935909168,0.175285762052006,0.146232907572438,0.806024965447581,0.0688484861476585,0.151817929468072,0.147441931411981,0.314328233697971,0.0594518192856752,0,0.201125855395374,0.993042419498619,0.17557221050858,0.242599383284478,0,0,0.0792315943034722,0.0684746523963514,0,0,0.0688087590180315,0.0844292701527318,0.0718850815378123,0,0,0.0407830606784941,0,0.0556027741921361,0.0536244395634554,0.0442667525040344,0,0,0,0
GO:0005178,0.0677258415080342,0,0,0,0,0,0,0,0,0,0,0,0.161492007296445,0.132355172165135,0,0,0,0,0.0661862637308045,0.0594823217910105,0,0,0,0,0.0475049933932568,0,0.03863455456766,0,0,0.493344593191697,0.19808476071701,0.75942612937174,0.551936755657009,0.156459560997688,0.411372513821826,0.183243053937589,0.0598553162158556,0.137489262447736,0.133890512826031,0.258541852256546,0.052624241272089,0,0.176726244687611,0.17557221050858,0.998217119996521,0.207965927808268,0,0,0.0675514376843135,0.0595725657611519,0,0,0.0598252875117355,0.0712934206898223,0.0621372799111229,0,0,0.0374499711593336,0,0.0495859073554552,0.0480064835267349,0.0403671411142081,0,0,0,0
GO:0019899,0.102430873444603,0,0,0,0,0,0,0,0,0,0,0,0.2165150417181,0.167174094806451,0,0,0,0,0.0989497073235504,0.0846812719245026,0,0,0,0,0.0623142740806844,0,0.0478908079833761,0,0,0.212724144256788,0.287794317575956,0.0866380603568714,0.178981929586748,0.644290535981842,0.168032664551727,0.257493537504525,0.0854392497444855,0.17544921302365,0.526543955616906,0.435880730828666,0.0714289890780153,0,0.244808291450694,0.242599383284478,0.207965927808268,0.959569934555258,0,0,0.102032457949201,0.0848642909908238,0,0,0.0853780777183594,0.110817952904324,0.0901659004962099,0,0,0.0460838855810011,0,0.0659444032639555,0.0631800201654502,0.050581964076398,0,0,0,0
GO:0015037,0,0,0,0,0.142782060432342,0.193294820245867,0.123636208068101,0,0.114246495652328,0,0,0,0,0,0,0,0.171407653939119,0.194104963334809,0,0,0.162311092332615,0.177126528754696,0.179217400186156,0.104989476635434,0,0.150173281787679,0,0.125293762265718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122868717302595,0,0,0,0,0.999782575609332,0.372311969972999,0,0,0,0,0,0,0,0.104989476635434,0.15386932072333,0,0.131966275974393,0,0,0,0.11804776510856,0.171799925550052,0.144613019715231,0.150815464395411
GO:0004656,0,0,0,0,0.135380599451703,0.179974388563513,0.11804776510856,0,0.109458225267299,0,0,0,0,0,0,0,0.37639549366473,0.180676518182764,0,0,0.357589081875043,0.165876446178086,0.16770877773066,0.236183864965729,0,0.142007614507902,0,0.119557945487538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274597684635916,0,0,0,0,0.372311969972999,0.999902159024199,0,0,0,0,0,0,0,0.100931946123148,0.145308220204306,0,0.293951736593236,0,0,0,0.11294267721268,0.37720371907473,0.320644035558411,0.333645631328759
GO:0003677,0.107762530263962,0,0,0,0,0,0,0,0,0,0,0,0.0704228169719252,0.0539561267095544,0,0,0,0,0.569867607062908,0.484188862092405,0,0,0,0,0.0642480723792524,0,0.0490248575478506,0,0,0.069148622154962,0.0946669381590079,0.0904220196470502,0.0578736875858739,0.0674166817905779,0.054240493591321,0.0842939958165197,0.0891169936527317,0.056700101619014,0.0547700807956409,0.146833188403233,0.0739814607890347,0,0.0799808812315245,0.0792315943034722,0.0675514376843135,0.102032457949201,0,0,0.945350379405562,0.779485017982605,0,0,0.784407174085831,0.828356968724616,0.666954876682709,0,0,0.258473222860559,0,0.373530856336655,0.461057617340757,0.366820620476494,0,0,0,0
GO:0000976,0.0887911815361241,0,0,0,0,0,0,0,0,0,0,0,0.0617945398045145,0.0487417492145079,0,0,0,0,0.472512687775932,0.412054822804617,0,0,0,0,0.056988546251345,0,0.0446816905474809,0,0,0.0608112691458914,0.0797062578516305,0.0766755361082235,0.0519164276689074,0.0594677386714023,0.04897369076839,0.0722232462819878,0.0757350804060402,0.0509700386782743,0.0494050154825004,0.113724684168367,0.0645177262848925,0,0.0690335777292961,0.0684746523963514,0.0595725657611519,0.0848642909908238,0,0,0.779485017982605,0.984138890700759,0,0,0.978143352035673,0.672287612904015,0.561923584013042,0,0,0.236382899700874,0,0.329087366912718,0.408300601761198,0.332626203852695,0,0,0,0
GO:0000981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985345596068967,0.906742491855286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906742491855286,0.974604831169961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:1990837,0.0893537744518214,0,0,0,0,0,0,0,0,0,0,0,0.0620665085130772,0.0489108000802855,0,0,0,0,0.475417445892429,0.41426207298246,0,0,0,0,0.0572197768265446,0,0.0448237103554185,0,0,0.0610746331739531,0.0801593201947052,0.0770947087354601,0.0521082604832247,0.0597195699190549,0.0491443571632999,0.0725950343448683,0.076144006038604,0.0511549289114045,0.0495787066580322,0.114649249225922,0.0648142511265247,0,0.0693731744367354,0.0688087590180315,0.0598252875117355,0.0853780777183594,0,0,0.784407174085831,0.978143352035673,0,0,0.983421390211554,0.676848427959263,0.565106340173764,0,0,0.237107640966867,0,0.330493724670664,0.40997838909864,0.333738855356353,0,0,0,0
GO:0003676,0.11761012711798,0,0,0,0,0,0,0,0,0,0,0,0.074499277243708,0.0563171438990108,0,0,0,0,0.619921554456267,0.519852228003342,0,0,0,0,0.0676238821246046,0,0.0509662660110298,0,0,0.0730747900610039,0.102183082130274,0.097254893910407,0.0605986588683458,0.0711433383842858,0.0566270134448967,0.0902018511648934,0.0957468281072299,0.0593131823328961,0.05720447641577,0.16574250775125,0.0784935164601518,0,0.0852806178177029,0.0844292701527318,0.0712934206898223,0.110817952904324,0,0,0.828356968724616,0.672287612904015,0,0,0.676848427959263,0.911258234948797,0.719669579901817,0,0,0.268298890262081,0,0.394404383503229,0.48564881632009,0.38221874735154,0,0,0,0
GO:0003723,0.0946116062413923,0,0,0,0,0,0,0,0,0,0,0,0.0645585809432119,0.0504453290655436,0,0,0,0,0.502511919318911,0.434684559644368,0,0,0,0,0.0593312170278127,0,0.0461091274666124,0,0,0.0634861438313113,0.0843653006847293,0.0809774461217571,0.0538535616381155,0.0620232411489595,0.0506938085265881,0.0760276721230584,0.0799292221333268,0.0528359228702879,0.0511561074475423,0.123452006739896,0.0675366998741532,0,0.0725013192250256,0.0718850815378123,0.0621372799111229,0.0901659004962099,0,0,0.666954876682709,0.561923584013042,0,0,0.565106340173764,0.719669579901817,0.975561498488901,0,0,0.243659865675964,0,0.343363672796898,0.697746372375295,0.564071699550122,0,0,0,0
GO:0008446,0,0,0,0,0.118480610034289,0.151286776775483,0.104989476635434,0,0.0981400270876639,0,0,0,0,0,0,0,0.13754091449131,0.151782601107951,0,0,0.131621775913882,0.14119905571575,0.142524572044559,0.0912301982500826,0,0.123525525387954,0,0.106182339924007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104435514426128,0,0,0,0,0.104989476635434,0.100931946123148,0,0,0,0,0,0,0,0.999989128780467,0.61501053606472,0,0.110935928347632,0,0,0,0.100931946123148,0.137793375284825,0.119738605642471,0.123959692770062
GO:0016829,0,0,0,0,0.184690732219768,0.279000711693173,0.15386932072333,0,0.139591117849791,0,0,0,0,0,0,0,0.235581190158856,0.280691696678448,0,0,0.218732981295172,0.246520513069081,0.250589435064116,0.126015368911524,0,0.197248384412085,0,0.156445087743957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152682385194398,0,0,0,0,0.15386932072333,0.145308220204306,0,0,0,0,0,0,0,0.61501053606472,0.994020829256626,0,0.166987576751331,0,0,0,0.145308220204306,0.23632280761907,0.187765832746228,0.198357770370597
GO:0070401,0.316125426492932,0,0,0,0,0,0,0,0,0,0,0,0.0383160854294465,0.0328597878785789,0,0,0,0,0.44048187899629,0.420941843060382,0,0,0,0,0.324930431857826,0,0.276304952536094,0,0,0.0379357483227558,0.0445194224516437,0.043557783346221,0.0342726720280457,0.0374085170318285,0.0329650405157858,0.04208400413533,0.0432526686610808,0.0338576655360468,0.0331599071068666,0.0534496233957467,0.0393458264928825,0,0.0409806768671502,0.0407830606784941,0.0374499711593336,0.0460838855810011,0,0,0.258473222860559,0.236382899700874,0,0,0.237107640966867,0.268298890262081,0.243659865675964,0,0,0.9999673863414,0,0.563552427034723,0.2012921371825,0.175847259509104,0,0,0,0
GO:0003755,0,0,0,0,0.15400895160923,0.214459159780746,0.131966275974393,0,0.121323123794491,0,0,0,0,0,0,0,0.439566783815635,0.215456882464702,0,0,0.41413128919374,0.19473704516123,0.19726731744859,0.259593491724973,0,0.846933153473464,0,0.697030885136079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682636999485197,0,0,0,0,0.131966275974393,0.293951736593236,0,0,0,0,0,0,0,0.110935928347632,0.166987576751331,0,0.999369469267062,0,0,0,0.125618745569006,0.440669464950005,0.365375492496946,0.382353737829014
GO:0020037,0.0682913185555256,0,0,0,0,0,0,0,0,0,0,0,0.0511157820024385,0.041846146839654,0,0,0,0,0.365920437733274,0.328585194280478,0,0,0,0,0.0477825192031993,0,0.0388179139664802,0,0,0.05044113166646,0.0627871083788024,0.0608911809776389,0.0441647424496418,0.0495132590352103,0.0420169889857749,0.0580493305654453,0.0602965720144736,0.0434779980041925,0.0423340811672052,0.0821427038441637,0.0529650180921594,0,0.0559707516167788,0.0556027741921361,0.0495859073554552,0.0659444032639555,0,0,0.373530856336655,0.329087366912718,0,0,0.330493724670664,0.394404383503229,0.343363672796898,0,0,0.563552427034723,0,0.998075794142587,0.264817448762228,0.222467644635557,0,0,0,0
GO:0003725,0.0653310855352396,0,0,0,0,0,0,0,0,0,0,0,0.0494390425354285,0.0407156803400986,0,0,0,0,0.350406939014857,0.316021565371406,0,0,0,0,0.0463141893258048,0,0.0378432363567838,0,0,0.0488076537087935,0.0602760556428123,0.0585266312567717,0.0429074144878061,0.0479383863501808,0.0408773987881133,0.0558964403042251,0.0579770974332094,0.042258928286439,0.0411774623772693,0.0778971802611952,0.0511668978163869,0,0.0539666171335938,0.0536244395634554,0.0480064835267349,0.0631800201654502,0,0,0.461057617340757,0.408300601761198,0,0,0.40997838909864,0.48564881632009,0.697746372375295,0,0,0.2012921371825,0,0.264817448762228,0.998728067314591,0.458513872899766,0,0,0,0
GO:0070878,0.0519514168474214,0,0,0,0,0,0,0,0,0,0,0,0.0413752589331459,0.0350844369805644,0,0,0,0,0.279902374750314,0.25752020322298,0,0,0,0,0.0391638377254746,0,0.0329305863716697,0,0,0.0409321159969109,0.0487034180037809,0.0475548645456191,0.0366998074124801,0.0403189814617086,0.0352044495368639,0.0458036294869379,0.0471914164531321,0.0362243471050054,0.0354267803783576,0.0595963920752313,0.0425785760208622,0,0.0444996677984832,0.0442667525040344,0.0403671411142081,0.050581964076398,0,0,0.366820620476494,0.332626203852695,0,0,0.333738855356353,0.38221874735154,0.564071699550122,0,0,0.175847259509104,0,0.222467644635557,0.458513872899766,0.999891287804666,0,0,0,0
GO:0004525,0,0,0,0,0.276763183482466,0.367927789697208,0.241329078219149,0,0.223769188539648,0,0,0,0,0,0,0,0.160850656301508,0.180676518182764,0,0,0.152813834049481,0.165876446178086,0.16770877773066,0.100931946123148,0,0.142007614507902,0,0.119557945487538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117347892140029,0,0,0,0,0.11804776510856,0.11294267721268,0,0,0,0,0,0,0,0.100931946123148,0.145308220204306,0,0.125618745569006,0,0,0,0.999902159024199,0.329538585113533,0.280126033916643,0.291484690413691
GO:0008233,0,0,0,0,0.431643830578605,0.703505915338262,0.351216455754029,0,0.315216970659473,0,0,0,0,0,0,0,0.656109649708792,0.346700895291957,0,0,0.601011561787494,0.296019090036136,0.301905552290322,0.322440745388335,0,0.22771506580814,0,0.175017261909858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398557724554735,0,0,0,0,0.171799925550052,0.37720371907473,0,0,0,0,0,0,0,0.137793375284825,0.23632280761907,0,0.440669464950005,0,0,0,0.329538585113533,0.975398430195899,0.745734166139156,0.794341146623578
GO:0004252,0,0,0,0,0.350631064581532,0.511057270673418,0.295637335567261,0,0.269709439992489,0,0,0,0,0,0,0,0.502065653623018,0.251343872689805,0,0,0.469153751590673,0.223591450759958,0.226933535186158,0.280192027920882,0,0.182290966119749,0,0.146885918884534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335944435046325,0,0,0,0,0.144613019715231,0.320644035558411,0,0,0,0,0,0,0,0.119738605642471,0.187765832746228,0,0.365375492496946,0,0,0,0.280126033916643,0.745734166139156,0.997488748287783,0.943582115548535
GO:0008236,0,0,0,0,0.368610490707492,0.55017059123934,0.308317205075984,0,0.280223197995196,0,0,0,0,0,0,0,0.534690704462764,0.270692691683315,0,0,0.497520823321686,0.238774267280829,0.242589518123874,0.290069501906524,0,0.192257836889417,0,0.153289181266029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350244116081141,0,0,0,0,0.150815464395411,0.333645631328759,0,0,0,0,0,0,0,0.123959692770062,0.198357770370597,0,0.382353737829014,0,0,0,0.291484690413691,0.794341146623578,0.943582115548535,0.995455830235036
